title,price,description,stockQuantity,imageUrl,dateAddedToStock,dateRemovedFromStock
Vacuum Sealer Machine,945.59,Seal food and maintain freshness longer.,523,http://dummyimage.com/157x100.png/cc0000/ffffff,12-04-2021,
Safety Goggles,78.03,Protective goggles for DIY and construction work.,374,http://dummyimage.com/128x100.png/5fa2dd/ffffff,30-12-2024,28-02-2025
Window Blinds,711.42,Adjustable window blinds for privacy and light control.,193,http://dummyimage.com/171x100.png/dddddd/000000,27-07-2024,
Set of Silicone Baking Molds,163.99,Flexible molds perfect for baking cakes and pastries.,73,http://dummyimage.com/143x100.png/cc0000/ffffff,07-10-2021,
Organic Apples,410.03,Crisp and delicious organic apples.,108,http://dummyimage.com/213x100.png/ff4444/ffffff,19-07-2024,
Folding Backpack Chair,510.54,Versatile chair that easily folds up for carrying.,270,http://dummyimage.com/155x100.png/5fa2dd/ffffff,12-04-2023,12-12-2023
Smart Plant Monitor,293.45,Device that tracks soil moisture and provides care tips.,270,http://dummyimage.com/138x100.png/dddddd/000000,04-04-2020,
Slim Fit Chinos,577.45,Comfortable slim fit chinos for a polished look.,368,http://dummyimage.com/196x100.png/5fa2dd/ffffff,08-01-2024,
Smart Water Bottle with Hydration Reminder,34.52,Bottle that tracks your water intake and reminds you to drink.,309,http://dummyimage.com/213x100.png/ff4444/ffffff,17-02-2021,
Spinach Pizza Rolls,410.78,"Frozen pizza rolls stuffed with spinach and cheese, perfect for snacking.",502,http://dummyimage.com/120x100.png/5fa2dd/ffffff,18-04-2022,
Zesty Garlic Hummus,941.5,Creamy chickpea dip infused with zesty garlic flavor.,380,http://dummyimage.com/142x100.png/cc0000/ffffff,08-03-2023,
Fresh Lemons,761.93,Citrusy lemons perfect for drinks and cooking.,517,http://dummyimage.com/146x100.png/5fa2dd/ffffff,09-03-2025,
Coffee Maker,466.94,Single-serve coffee maker with a built-in grinder.,186,http://dummyimage.com/124x100.png/ff4444/ffffff,12-01-2021,
Potting Soil,13.77,Premium potting soil for indoor plants.,259,http://dummyimage.com/120x100.png/5fa2dd/ffffff,23-03-2022,
Canned Black Beans,413.65,"Delicious and hearty black beans, great for soups or salads.",843,http://dummyimage.com/193x100.png/dddddd/000000,22-05-2021,
Children's Backpack,172.08,Stylish and functional backpack for school or trips.,392,http://dummyimage.com/209x100.png/ff4444/ffffff,14-11-2023,
Pet Grooming Brush,132.48,Self-cleaning grooming brush for cats and dogs.,225,http://dummyimage.com/101x100.png/ff4444/ffffff,26-02-2025,
Instant Pot,41.76,7-in-1 multi-cooker for versatile cooking.,816,http://dummyimage.com/214x100.png/dddddd/000000,02-07-2024,
Honey BBQ Ribs,106.04,Tender ribs smothered in a honey barbecue sauce.,660,http://dummyimage.com/250x100.png/cc0000/ffffff,13-07-2024,
Fitness Activity Journal,36.23,Journal to record workouts and nutrition.,819,http://dummyimage.com/187x100.png/5fa2dd/ffffff,17-10-2022,
Plant Pot Drip Trays,609.65,Prevent water damage with drip trays for potted plants.,99,http://dummyimage.com/209x100.png/5fa2dd/ffffff,18-04-2022,
Cinnamon Spiced Almonds,129.56,Crispy almonds coated with cinnamon and sugar for a sweet and crunchy snack.,245,http://dummyimage.com/231x100.png/dddddd/000000,09-09-2024,
Window Bird Feeder,579.0,Suction cup bird feeder for close-up bird watching.,412,http://dummyimage.com/138x100.png/ff4444/ffffff,12-01-2021,12-06-2021
Eco-Friendly Notepad,717.8,Notepad made from recycled paper for sustainable note-taking.,179,http://dummyimage.com/250x100.png/5fa2dd/ffffff,17-07-2022,
Outdoor Inflatable Pool,814.09,Large inflatable pool for summer fun in your backyard.,531,http://dummyimage.com/122x100.png/5fa2dd/ffffff,19-01-2024,
Strawberry Banana Smoothie Pack,840.07,Frozen smoothie pack with strawberries and bananas.,430,http://dummyimage.com/172x100.png/cc0000/ffffff,21-05-2020,
Electrolyte Water Bottle,942.24,Water bottle that tracks hydration levels and adds electrolytes.,527,http://dummyimage.com/100x100.png/cc0000/ffffff,06-10-2020,
Vegetable Curry,504.05,A hearty vegetable curry for a quick and satisfying meal.,720,http://dummyimage.com/202x100.png/dddddd/000000,08-07-2023,
Peach & Mango Salsa,248.77,"A zesty salsa made with peaches and mangos, great for chips.",56,http://dummyimage.com/231x100.png/5fa2dd/ffffff,05-11-2022,
Adjustable Standing Desk,543.71,Ergonomic desk that adjusts height for standing or sitting.,66,http://dummyimage.com/134x100.png/5fa2dd/ffffff,05-11-2020,
Plant Pot Drip Trays,935.86,Prevent water damage with drip trays for potted plants.,794,http://dummyimage.com/234x100.png/5fa2dd/ffffff,22-10-2021,
Stainless Steel Grater,571.52,Multi-functional grater for cheese and vegetables.,987,http://dummyimage.com/102x100.png/cc0000/ffffff,12-08-2024,
Kids' Craft Supplies Set,964.95,Variety pack of craft supplies for kids' projects.,760,http://dummyimage.com/200x100.png/dddddd/000000,13-12-2023,
Desk Lamp with USB Port,946.52,Modern desk lamp that features a built-in USB charging port.,875,http://dummyimage.com/130x100.png/dddddd/000000,13-04-2024,
Eco-Friendly Beeswax Wraps,549.52,"Reusable wraps for food storage, replacing plastic wraps.",860,http://dummyimage.com/247x100.png/ff4444/ffffff,13-04-2022,
Chipotle Sauce,330.05,Spicy sauce made with chipotle peppers,274,http://dummyimage.com/141x100.png/5fa2dd/ffffff,21-08-2023,
Fitness Resistance Bands Set,229.72,Variety of bands suitable for all fitness levels.,248,http://dummyimage.com/163x100.png/5fa2dd/ffffff,05-03-2024,05-01-2025
Hydration Backpack,131.96,Lightweight backpack with an insulated water reservoir for hydration on the go.,221,http://dummyimage.com/138x100.png/cc0000/ffffff,28-07-2020,
Multifunctional Pocket Tool,716.26,Compact pocket tool with various built-in functions.,793,http://dummyimage.com/216x100.png/dddddd/000000,03-08-2020,
Cordless Electric Screwdriver,895.74,Rechargeable screwdriver with multiple bits for DIY projects.,716,http://dummyimage.com/107x100.png/5fa2dd/ffffff,12-07-2024,
Walnut Halves,168.4,Fresh walnut halves for baking or snacking.,763,http://dummyimage.com/161x100.png/5fa2dd/ffffff,07-06-2021,
Sustainable Wooden Toys,861.63,Eco-friendly toys for learning and imaginative play.,232,http://dummyimage.com/168x100.png/cc0000/ffffff,15-03-2025,
Vegetable Fried Rice,955.21,Quick and easy fried rice mixed with vegetables and soy sauce.,335,http://dummyimage.com/224x100.png/ff4444/ffffff,26-08-2023,
Patterned Knit Scarf,185.54,Add a pop of color with this stylish patterned knit scarf.,47,http://dummyimage.com/114x100.png/5fa2dd/ffffff,07-12-2024,
Herb Seasoned Couscous,513.04,"Fluffy couscous seasoned with a blend of herbs, perfect as a side dish.",479,http://dummyimage.com/199x100.png/ff4444/ffffff,22-10-2022,
Pet Activity Tracker,963.27,GPS collar that monitors your pet's location and activity level.,867,http://dummyimage.com/103x100.png/ff4444/ffffff,23-03-2025,
Pineapple Salsa,250.32,Fresh salsa made with pineapple and spices,260,http://dummyimage.com/168x100.png/dddddd/000000,05-09-2023,
Pineapple Salsa,308.72,Fresh salsa made with pineapple and spices,527,http://dummyimage.com/156x100.png/cc0000/ffffff,14-11-2023,
Customizable Photo Calendar,971.61,Personalized calendar with your favorite photos.,351,http://dummyimage.com/120x100.png/dddddd/000000,05-06-2023,
Andouille Sausage,923.1,Spicy and smoky sausage great for grilling.,827,http://dummyimage.com/151x100.png/ff4444/ffffff,03-04-2022,
Cucumber,453.79,"Fresh and crunchy cucumbers, great for salads.",911,http://dummyimage.com/112x100.png/5fa2dd/ffffff,01-04-2021,
Kids' Outdoor Explorer Kit,588.34,Fun kit for aspiring explorers with binoculars and a compass.,666,http://dummyimage.com/193x100.png/cc0000/ffffff,17-08-2020,
Wrist Support Brace,231.69,Comfortable support brace to relieve wrist pain.,283,http://dummyimage.com/180x100.png/5fa2dd/ffffff,26-11-2020,26-10-2021
Maxi Wrap Dress,371.46,A flowy maxi dress perfect for both casual and semi-formal occasions.,824,http://dummyimage.com/185x100.png/ff4444/ffffff,27-11-2021,
Car Vacuum Cleaner,274.62,Compact vacuum designed specifically for cleaning vehicles.,654,http://dummyimage.com/203x100.png/cc0000/ffffff,15-11-2022,
Rustic Italian Bread,552.57,"Freshly baked rustic bread, perfect for sandwiches or dipping in olive oil.",404,http://dummyimage.com/152x100.png/dddddd/000000,22-02-2024,
Mango Chilli Sauce,31.84,A sweet and spicy sauce for dipping or glazing.,427,http://dummyimage.com/143x100.png/5fa2dd/ffffff,12-01-2022,
Almond Flour Tortillas,3.55,"Gluten-free tortillas made from almond flour, perfect for various wraps and meals.",910,http://dummyimage.com/214x100.png/dddddd/000000,04-01-2025,04-08-2025
Mini Waffle Maker,132.03,Compact waffle maker for perfect small waffles.,161,http://dummyimage.com/232x100.png/cc0000/ffffff,22-01-2022,
Cream Cheese,257.76,"Smooth and creamy, ideal for spreads or baking.",940,http://dummyimage.com/182x100.png/dddddd/000000,23-01-2025,
Mediterranean Couscous Salad,68.38,"Couscous salad with cucumbers, tomatoes, feta, and olives, ready to eat.",806,http://dummyimage.com/137x100.png/cc0000/ffffff,23-05-2024,
Bamboo Toothbrush Holder,16.76,Eco-friendly bamboo holder for toothbrushes.,310,http://dummyimage.com/107x100.png/5fa2dd/ffffff,12-08-2024,
Nutritional Yeast,922.52,A healthy vegan cheese alternative packed with nutrients and flavor.,764,http://dummyimage.com/219x100.png/ff4444/ffffff,28-03-2022,28-10-2022
Cocktail Shaker and Mixing Glass Set,97.48,Complete set for mixing cocktails at home.,774,http://dummyimage.com/101x100.png/dddddd/000000,22-08-2023,
Microwave Popcorn Maker,885.84,Healthier way to make popcorn in the microwave without oil.,381,http://dummyimage.com/171x100.png/dddddd/000000,18-11-2022,
Portable Hammock Swing,644.87,Lightweight and portable swing hammock for relaxing outdoors.,41,http://dummyimage.com/123x100.png/5fa2dd/ffffff,02-04-2023,
Travel Sewing Kit,849.57,Compact sewing kit for travel emergencies.,391,http://dummyimage.com/173x100.png/5fa2dd/ffffff,08-04-2022,
Mobile Workbench,710.95,Sturdy mobile workbench with storage options.,197,http://dummyimage.com/155x100.png/ff4444/ffffff,13-07-2022,
Baking Powder,590.27,Essential ingredient for baking fluffy cakes and pastries.,818,http://dummyimage.com/127x100.png/dddddd/000000,24-05-2020,
Whole Roasted Chicken,175.45,"Seasoned and roasted to perfection, ready to eat.",278,http://dummyimage.com/150x100.png/ff4444/ffffff,01-07-2020,
Maple Pecan Granola,568.85,"Crunchy granola with maple syrup and pecans, great for breakfast or snacking.",798,http://dummyimage.com/169x100.png/dddddd/000000,21-05-2021,
Gardening Tools Set,710.6,Complete set of gardening tools for outdoor tasks.,89,http://dummyimage.com/218x100.png/5fa2dd/ffffff,06-06-2024,
Coconut Cream Pie Mix,546.14,"Creamy, sweet pie mix to make the perfect coconut cream pie.",462,http://dummyimage.com/130x100.png/cc0000/ffffff,01-03-2021,
Cranberry Almond Cookies,744.16,Delicious cookies with cranberries and almonds in every bite.,554,http://dummyimage.com/131x100.png/5fa2dd/ffffff,15-07-2023,
Chicken Broth,839.38,"Rich and flavorful chicken broth, great for soups.",747,http://dummyimage.com/243x100.png/cc0000/ffffff,18-02-2022,
Classic Leather Wallet,255.64,A sleek leather wallet that combines style and functionality.,775,http://dummyimage.com/235x100.png/ff4444/ffffff,17-05-2022,
Herb Garlic Butter,35.41,"A flavorful garlic butter blend, perfect for cooking or baking.",634,http://dummyimage.com/100x100.png/dddddd/000000,01-02-2024,
Aged White Cheddar Popcorn,91.25,Light and fluffy popcorn coated in aged white cheddar.,209,http://dummyimage.com/128x100.png/dddddd/000000,02-01-2023,
Faux Fur Coat,341.15,A luxurious faux fur coat that adds glamour to any outfit.,607,http://dummyimage.com/149x100.png/dddddd/000000,26-09-2021,
Slim Fit Chinos,905.18,Comfortable slim fit chinos for a polished look.,910,http://dummyimage.com/190x100.png/ff4444/ffffff,09-03-2024,
Relaxed Fit Henley Shirt,162.6,"A comfortable henley shirt made of soft cotton, perfect for casual outings.",99,http://dummyimage.com/250x100.png/cc0000/ffffff,28-08-2024,
Reusable Produce Bags Set,532.18,Eco-friendly mesh bags for shopping produce at the market.,15,http://dummyimage.com/183x100.png/5fa2dd/ffffff,30-06-2024,
Graphic Hoodie,656.58,Bold graphic hoodie featuring a comfortable fit and soft fabric.,657,http://dummyimage.com/100x100.png/ff4444/ffffff,08-08-2024,
Bluetooth Shower Speaker,722.49,Water-resistant Bluetooth speaker for showers.,895,http://dummyimage.com/120x100.png/dddddd/000000,12-08-2021,
Travel Size Toiletry Bottles,66.36,Leak-proof bottles for travel-sized toiletries.,299,http://dummyimage.com/230x100.png/cc0000/ffffff,16-07-2024,
Garlic Naan Bread,587.35,"Soft and delicious garlic-infused flatbread, perfect for dipping.",83,http://dummyimage.com/163x100.png/5fa2dd/ffffff,14-02-2025,
Ground Cinnamon,362.97,Freshly ground cinnamon spice for baking or seasoning.,610,http://dummyimage.com/212x100.png/5fa2dd/ffffff,04-09-2022,
Cinnamon Roll Kit,703.75,Everything you need to make melt-in-your-mouth cinnamon rolls at home.,72,http://dummyimage.com/161x100.png/ff4444/ffffff,19-03-2022,
Fresh Basil Pesto,247.93,"A fresh, flavorful basil pesto for pasta and more",573,http://dummyimage.com/122x100.png/cc0000/ffffff,29-08-2022,
Sooji (Semolina),717.82,"Fine semolina flour, perfect for pasta and desserts.",486,http://dummyimage.com/196x100.png/ff4444/ffffff,26-03-2021,
Balsamic Vinegar,929.87,"Rich and tangy balsamic vinegar, perfect for dressings.",593,http://dummyimage.com/132x100.png/5fa2dd/ffffff,27-04-2021,
Ice Cream Maker,499.48,Homemade ice cream maker for delicious desserts.,145,http://dummyimage.com/223x100.png/ff4444/ffffff,15-03-2021,15-04-2021
Pecan Pie Filling,541.7,Sweet and nutty filling for delicious homemade pecan pie.,758,http://dummyimage.com/133x100.png/ff4444/ffffff,23-12-2024,
Ceramic Non-Stick Frying Pan,776.32,Durable non-stick frying pan for easy cooking and cleaning.,605,http://dummyimage.com/194x100.png/ff4444/ffffff,30-12-2022,
Video Camera,362.62,1080p HD video camera with night vision.,583,http://dummyimage.com/178x100.png/cc0000/ffffff,31-07-2023,
Tuscan Bean Soup,313.11,A hearty mix of beans in a flavorful tomato broth.,848,http://dummyimage.com/236x100.png/dddddd/000000,30-03-2023,
Coconut Flakes,610.59,Unsweetened coconut flakes for baking and topping.,709,http://dummyimage.com/249x100.png/dddddd/000000,04-05-2024,04-07-2024
Portable Speakers,23.2,Bluetooth speakers with excellent sound quality.,98,http://dummyimage.com/109x100.png/dddddd/000000,06-06-2020,
High-Low Hem Tee,973.01,"Trendy high-low tee with a relaxed fit, ideal for weekends.",983,http://dummyimage.com/153x100.png/5fa2dd/ffffff,11-11-2024,
Blender Bottle,111.9,Portable mixer bottle for smoothies and protein shakes.,932,http://dummyimage.com/130x100.png/cc0000/ffffff,06-12-2023,
Collapsible Camping Cup,190.17,Space-saving cup that folds flat for easy storage.,359,http://dummyimage.com/250x100.png/cc0000/ffffff,05-10-2023,
Couscous,348.15,"Quick-cooking couscous, great as a side or base.",64,http://dummyimage.com/110x100.png/dddddd/000000,07-01-2021,
Organic Granola Cereal,231.8,Crunchy granola made with organic oats,672,http://dummyimage.com/127x100.png/ff4444/ffffff,25-01-2022,
Active Racerback Tank,436.61,Lightweight and moisture-wicking racerback tank for workouts.,428,http://dummyimage.com/122x100.png/5fa2dd/ffffff,18-01-2022,
Buffalo Wing Sauce,201.29,Spicy sauce perfect for chicken wings and dipping.,995,http://dummyimage.com/200x100.png/dddddd/000000,29-04-2024,29-06-2024
Avocados,482.07,"Fresh, creamy avocados ideal for salads and guacamole.",678,http://dummyimage.com/183x100.png/dddddd/000000,29-10-2021,
Crew Neck Sweater,108.06,"A comfortable crew neck sweater, great for all seasons.",551,http://dummyimage.com/219x100.png/5fa2dd/ffffff,28-10-2020,
Lemon Dill Salmon,145.54,"Salmon fillets seasoned with lemon and dill, perfect for grilling.",134,http://dummyimage.com/223x100.png/5fa2dd/ffffff,10-09-2021,
Electric Meat Grinder,148.5,Powerful grinder for making sausage and burgers at home.,731,http://dummyimage.com/126x100.png/ff4444/ffffff,31-10-2022,
Pleated Midi Dress,871.72,"A stylish midi dress with stylish pleats, suitable for any occasion.",588,http://dummyimage.com/217x100.png/cc0000/ffffff,04-02-2025,
Inflatable Pool Float,644.76,Fun inflatable float for lounging in the pool or beach.,845,http://dummyimage.com/195x100.png/dddddd/000000,26-09-2021,
Travel Size Toiletry Bottles,369.16,Leak-proof bottles for travel-sized toiletries.,333,http://dummyimage.com/200x100.png/ff4444/ffffff,05-11-2024,
Window Bird Feeder with Suction Cups,772.98,Clear feeder that attaches to windows for bird watching.,108,http://dummyimage.com/196x100.png/5fa2dd/ffffff,16-04-2022,
Olive Oil,344.76,"Extra virgin olive oil, ideal for cooking and salads.",51,http://dummyimage.com/221x100.png/dddddd/000000,21-11-2024,
Eco-Friendly Notepad,431.23,Notepad made from recycled paper for sustainable note-taking.,530,http://dummyimage.com/208x100.png/dddddd/000000,13-04-2024,
Mini Air Hockey Table,8.55,Fun tabletop air hockey for home or office.,549,http://dummyimage.com/193x100.png/dddddd/000000,12-09-2022,
Soft Plush Throw Blanket,613.39,Cozy throw blanket perfect for chilly evenings.,998,http://dummyimage.com/152x100.png/5fa2dd/ffffff,14-10-2022,
USB-C Hub,22.46,Multi-port USB-C hub for connecting devices.,436,http://dummyimage.com/166x100.png/5fa2dd/ffffff,03-09-2024,
Spinach and Feta Stuffed Chicken Breast,208.21,"Juicy chicken breast stuffed with spinach and feta cheese, seasoned to perfection.",205,http://dummyimage.com/161x100.png/ff4444/ffffff,10-09-2024,10-04-2025
Dark Chocolate Covered Pretzels,310.94,Crunchy pretzels dipped in rich dark chocolate.,748,http://dummyimage.com/204x100.png/ff4444/ffffff,26-09-2024,26-12-2024
Travel Beach Blanket,479.1,Sand-resistant and compact for outdoor and beach use.,720,http://dummyimage.com/173x100.png/dddddd/000000,23-12-2022,
Honey Sesame Chicken Mix,546.6,A meal kit featuring tender chicken with honey sesame sauce.,632,http://dummyimage.com/180x100.png/cc0000/ffffff,22-12-2024,22-02-2025
Gingerbread House Kit,75.13,Everything you need to build a festive gingerbread house.,154,http://dummyimage.com/186x100.png/cc0000/ffffff,10-08-2022,10-10-2022
Dog Training Collar,141.8,Rechargeable training collar for effective behavior training.,967,http://dummyimage.com/250x100.png/cc0000/ffffff,20-01-2021,
Sliced Avocado,229.14,"Ready-to-eat avocado slices, perfect for tacos.",417,http://dummyimage.com/134x100.png/dddddd/000000,29-09-2022,29-07-2023
Sourdough Bread,308.5,Artisan-made sourdough bread with a tangy flavor.,548,http://dummyimage.com/119x100.png/5fa2dd/ffffff,01-10-2021,
Portable Laptop Table,573.42,Foldable table for working with laptops anywhere.,952,http://dummyimage.com/174x100.png/cc0000/ffffff,10-06-2021,
Cranberry Orange Juice,557.13,Refreshing juice blend of cranberries and oranges.,541,http://dummyimage.com/207x100.png/ff4444/ffffff,05-07-2020,
Ginger Turmeric Latte Mix,81.85,A warming blend of ginger and turmeric for lattes.,402,http://dummyimage.com/227x100.png/cc0000/ffffff,08-10-2022,08-03-2023
Ergonomic Mouse Pad with Wrist Support,142.06,Comfortable mouse pad designed to reduce wrist strain.,390,http://dummyimage.com/165x100.png/ff4444/ffffff,17-12-2021,
Cucumber,1.54,"Fresh and crunchy cucumbers, great for salads.",70,http://dummyimage.com/150x100.png/dddddd/000000,24-02-2021,
Stainless Steel Mixing Bowls,803.51,Set of versatile mixing bowls for cooking.,733,http://dummyimage.com/114x100.png/5fa2dd/ffffff,08-01-2021,
Video Camera,220.2,1080p HD video camera with night vision.,757,http://dummyimage.com/154x100.png/cc0000/ffffff,02-11-2023,
Oven-Baked Sweet Potato Fries,80.4,"Crispy sweet potato fries, perfectly seasoned and baked to perfection.",197,http://dummyimage.com/234x100.png/dddddd/000000,09-06-2020,
Crispy Kale Chips,304.12,"Baked kale chips seasoned for a healthy, crunchy snack.",642,http://dummyimage.com/244x100.png/ff4444/ffffff,11-02-2023,
Gluten-Free Pancake Mix,553.26,"Fluffy and delicious pancake mix, perfect for a gluten-free breakfast.",185,http://dummyimage.com/138x100.png/dddddd/000000,24-05-2024,
Oven-Baked Parmesan Zucchini,247.35,"Frozen zucchini slices coated in parmesan cheese, perfect for baking or frying.",267,http://dummyimage.com/220x100.png/cc0000/ffffff,04-11-2020,04-12-2020
Electric Kettle with Temperature Control,409.42,Electric kettle that offers precise temperature settings.,743,http://dummyimage.com/101x100.png/cc0000/ffffff,28-04-2022,
Kettle Chip Variety Pack,408.15,A crunchy collection of flavored kettle chips in a convenient pack.,130,http://dummyimage.com/117x100.png/5fa2dd/ffffff,19-10-2021,
Workstation Laptop Stand,162.58,Adjustable stand to improve ergonomics while working on a laptop.,451,http://dummyimage.com/134x100.png/dddddd/000000,25-10-2022,
Cocktail Shaker and Mixing Glass Set,85.44,Complete set for mixing cocktails at home.,655,http://dummyimage.com/102x100.png/cc0000/ffffff,23-05-2021,
High-Quality Yoga Mat,359.16,Non-slip mat designed for yoga and fitness exercises.,155,http://dummyimage.com/250x100.png/cc0000/ffffff,02-04-2023,
Garlic Parmesan Roasted Nuts,962.81,"Savory, roasted nuts seasoned with garlic and parmesan.",471,http://dummyimage.com/189x100.png/cc0000/ffffff,30-01-2021,
Wall Planner,301.31,Large wall planner for organizing schedules.,42,http://dummyimage.com/183x100.png/5fa2dd/ffffff,12-10-2024,
Microfiber Cleaning Cloth Set,406.55,Assorted cloths for cleaning electronics and delicate surfaces.,907,http://dummyimage.com/212x100.png/dddddd/000000,12-12-2021,
Savory Italian Herbs,383.99,A blend of dried Italian herbs for cooking.,96,http://dummyimage.com/127x100.png/cc0000/ffffff,22-10-2021,
Plant Watering Spikes,489.81,Automatic watering devices for potted plants.,108,http://dummyimage.com/193x100.png/dddddd/000000,20-01-2025,
Almond Flour Pizza Crust,972.37,"Low-carb pizza crust made from almond flour, gluten-free.",991,http://dummyimage.com/248x100.png/cc0000/ffffff,30-11-2022,
Oven-Baked Sweet Potato Fries,726.97,"Crispy sweet potato fries, perfectly seasoned and baked to perfection.",947,http://dummyimage.com/218x100.png/cc0000/ffffff,24-08-2022,
Zesty Garlic Marinade,89.91,"A tangy marinade for meats and veggies, packed with garlic flavor.",839,http://dummyimage.com/116x100.png/ff4444/ffffff,23-05-2024,
Electric Pressure Washer,752.74,Powerful electric pressure washer for deep cleaning.,290,http://dummyimage.com/215x100.png/dddddd/000000,02-01-2021,
Digital Alarm Clock,513.16,Snooze function and LED display for easy reading.,932,http://dummyimage.com/183x100.png/cc0000/ffffff,15-04-2023,15-02-2024
Miso Soup Starter,489.56,Miso paste for making traditional Japanese miso soup.,657,http://dummyimage.com/215x100.png/5fa2dd/ffffff,09-09-2020,
Cucumber Relish,732.91,"Sweet relish made from cucumbers, perfect for sandwiches.",202,http://dummyimage.com/228x100.png/5fa2dd/ffffff,13-06-2022,
LED Strip Lights,761.79,Colorful LED strip lights for home decoration.,291,http://dummyimage.com/183x100.png/5fa2dd/ffffff,22-07-2023,
Thyme,672.8,"Fresh thyme, perfect for seasoning dishes.",160,http://dummyimage.com/206x100.png/5fa2dd/ffffff,27-05-2021,
Chipotle Seasoning Blend,950.8,A smoky blend of spices for grilling and roasting.,667,http://dummyimage.com/222x100.png/cc0000/ffffff,10-05-2023,
Kids' Science Experiment Kit,533.48,Engaging kit with science experiments for children.,371,http://dummyimage.com/117x100.png/cc0000/ffffff,09-11-2024,
Smartphone Car Mount with Wireless Charging,686.16,Secure phone mount that wirelessly charges your device while driving.,59,http://dummyimage.com/174x100.png/5fa2dd/ffffff,05-01-2024,
Snap-On Tupperware Set,885.87,Durable and versatile food storage containers.,577,http://dummyimage.com/236x100.png/cc0000/ffffff,08-09-2023,
Elegant Maxi Skirt,586.1,Float through the day in this beautiful floor-length skirt.,205,http://dummyimage.com/168x100.png/ff4444/ffffff,11-02-2023,
Interchangeable Watch Bands,610.87,Set of stylish watch bands to customize your look.,27,http://dummyimage.com/223x100.png/5fa2dd/ffffff,21-09-2021,
Chocolate Chip Cookie Dough,74.55,Ready-to-bake cookie dough packed with chocolate chips.,176,http://dummyimage.com/226x100.png/5fa2dd/ffffff,16-11-2020,
Portable Speakers,495.08,Bluetooth speakers with excellent sound quality.,185,http://dummyimage.com/156x100.png/ff4444/ffffff,10-03-2024,
Manual Coffee Grinder,890.72,Compact coffee grinder for fresh ground coffee beans.,354,http://dummyimage.com/202x100.png/cc0000/ffffff,18-02-2025,
Gaming Mousepad,123.62,Oversized gaming mousepad with smooth surface.,357,http://dummyimage.com/112x100.png/ff4444/ffffff,27-05-2021,
Buffalo Cauliflower Wings,312.84,Crispy cauliflower bites tossed in spicy buffalo sauce.,707,http://dummyimage.com/195x100.png/cc0000/ffffff,11-05-2021,
Organic Cucumber,324.37,Fresh organic cucumber perfect for salads or snacking.,266,http://dummyimage.com/174x100.png/cc0000/ffffff,04-02-2023,
Cauliflower Gnocchi,691.98,"Soft and pillowy gnocchi made from cauliflower, perfect with sauce.",870,http://dummyimage.com/185x100.png/cc0000/ffffff,08-12-2021,
Adjustable Height Standing Desk Converter,336.73,Convert your desk to a standing desk easily.,117,http://dummyimage.com/178x100.png/ff4444/ffffff,24-03-2022,
Essential Oils Diffuser Necklace,169.45,Wearable diffuser for scenting your space and body.,434,http://dummyimage.com/110x100.png/ff4444/ffffff,21-12-2023,
Garden Tool Belt,700.48,Handy belt for carrying garden tools while working.,215,http://dummyimage.com/115x100.png/cc0000/ffffff,27-12-2021,
Wildflower Honey,340.01,Natural honey sourced from wildflowers.,852,http://dummyimage.com/227x100.png/dddddd/000000,18-10-2021,
LED Christmas Tree Lights,609.45,String lights for decorating holiday trees.,502,http://dummyimage.com/137x100.png/5fa2dd/ffffff,16-09-2020,
Satin Slip Dress,686.59,Luxurious satin slip dress for an elegant evening look.,174,http://dummyimage.com/201x100.png/dddddd/000000,13-02-2025,
Jennifer's Amazing Lip Balm Kit,336.25,DIY kit to make your own lip balms in various flavors.,142,http://dummyimage.com/203x100.png/cc0000/ffffff,07-04-2021,
Spicy Garlic Edamame,85.39,"Steamed edamame tossed in a spicy garlic sauce, great for snacking.",858,http://dummyimage.com/206x100.png/ff4444/ffffff,08-05-2021,
Corn Tortillas,28.6,"Soft and warm corn tortillas, perfect for tacos and burritos.",133,http://dummyimage.com/152x100.png/5fa2dd/ffffff,09-01-2022,
Children's Educational Workbook,62.76,Activity workbook for early learning and fun.,789,http://dummyimage.com/156x100.png/5fa2dd/ffffff,15-10-2022,
Pet Nail Clipper,713.9,Safe and easy-to-use nail clippers for pets.,465,http://dummyimage.com/225x100.png/5fa2dd/ffffff,12-11-2020,
Cauliflower Rice Stir-Fry,728.36,Frozen cauliflower rice blended with mixed vegetables and seasonings.,155,http://dummyimage.com/213x100.png/cc0000/ffffff,14-09-2023,
Spicy Thai Noodles,672.32,Instant noodles with a spicy Thai sauce for quick meals.,882,http://dummyimage.com/150x100.png/cc0000/ffffff,22-05-2024,
Smart Home Hub,872.45,Connect and control smart devices from one app.,549,http://dummyimage.com/144x100.png/cc0000/ffffff,18-08-2024,18-10-2024
Overnight Hiking Backpack,901.37,Durable backpack with ample storage for outdoor adventures.,411,http://dummyimage.com/245x100.png/ff4444/ffffff,01-04-2020,
Children's Gardening Set,432.02,Fun gardening tools designed specifically for kids.,846,http://dummyimage.com/212x100.png/5fa2dd/ffffff,26-09-2023,
Portable Solar Phone Charger,783.49,Eco-friendly charger that uses solar energy for powering devices.,636,http://dummyimage.com/152x100.png/ff4444/ffffff,01-08-2020,01-07-2021
Peanut Butter,924.31,"Creamy and smooth peanut butter, perfect for sandwiches.",584,http://dummyimage.com/179x100.png/dddddd/000000,23-03-2024,23-10-2024
